_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime,label
45819,a1710,b2044,movie 43,2013,Elizabeth Banks Steven Brill Steve Carr Rusty Cundieff James Duffy Griffin Dunne Peter Farrelly Patrik Forsberg Will Graham James Gunn Brett Ratner Jonathan van Tulleken Bob Odenkirk,Emma Stone Stephen Merchant Richard Gere Liev Schreiber,94,brave,2012,Brenda Chapman Mark Andrews Steve Purcell,Billy Connolly Craig Ferguson Emma Thompson Julie Walters Kelly Macdonald Kevin McKidd Robbie Coltrane,93,0
45843,a364,b2044,brave,2012,Mark Andrews Brenda Chapman Steve Purcell,Kelly Macdonald Billy Connolly Emma Thompson Julie Walters,93,brave,2012,Brenda Chapman Mark Andrews Steve Purcell,Billy Connolly Craig Ferguson Emma Thompson Julie Walters Kelly Macdonald Kevin McKidd Robbie Coltrane,93,1
46078,a1331,b2048,final destination 3,2006,James Wong,Mary Elizabeth Winstead Ryan Merriman Kris Lemche Alexz Johnson,93,slither,2006,James Gunn,Elizabeth Banks Michael Rooker Nathan Fillion,95,0
46079,a2228,b2048,eden lake,2008,James Watkins,Kelly Reilly Michael Fassbender Tara Ellis Jack O'Connell,91,slither,2006,James Gunn,Elizabeth Banks Michael Rooker Nathan Fillion,95,0
46090,a1991,b2048,dead silence,2007,James Wan,Ryan Kwanten Amber Valletta Donnie Wahlberg Michael Fairman,89,slither,2006,James Gunn,Elizabeth Banks Michael Rooker Nathan Fillion,95,0
46145,a96,b2051,am  lie,2001,Jean-Pierre Jeunet,Audrey Tautou Mathieu Kassovitz Rufus Lorella Cravotta,122,am  lie,2001,Jean-Pierre Jeunet,Audrey Tautou Mathieu Kassovitz,122,1
46146,a2570,b2052,enter the void,2009,Gaspar Noé,Nathaniel Brown Paz de la Huerta Cyril Roy Olly Alexander,161,enter the void,2010,Gaspar Noé,Cyril Roy Nathaniel Brown Olly Alexander Paz de la Huerta,161,1
46178,a878,b2054,revolutionary road,2008,Sam Mendes,Leonardo DiCaprio Kate Winslet Christopher Fitzgerald Jonathan Roumie,119,revolutionary road,2008,Sam Mendes,Kate Winslet Leonardo DiCaprio,119,1
46180,a291,b2055,live free or die hard,2007,Len Wiseman,Bruce Willis Justin Long Timothy Olyphant Maggie Q,128,live free or die hard,2007,Len Wiseman,Bruce Willis Justin Long Timothy Olyphant,128,1
46366,a1998,b2060,the bling ring,2013,Sofia Coppola,Katie Chang Israel Broussard Emma Watson Claire Julien,90,palo alto,2014,Gia Coppola,Emma Roberts Jack Kilmer James Franco Nat Wolff Zoe Levin,100,0
46474,a926,b2069,cinderella man,2005,Ron Howard,Russell Crowe Renée Zellweger Craig Bierko Paul Giamatti,144,cinderella man,2005,Ron Howard,Craig Bierko Renée Zellweger Russell Crowe,144,1
46686,a1187,b2084,evil dead ii,1987,Sam Raimi,Bruce Campbell Sarah Berry Dan Hicks Kassie Wesley DePaiva,84,evil dead ii,1987,Sam Raimi,Bruce Campbell Sarah Berry,84,1
47176,a478,b2105,there s something about mary,1998,Bobby Farrelly Peter Farrelly,Cameron Diaz Matt Dillon Ben Stiller Lee Evans,119,there s something about mary,1998,Bobby Farrelly Peter Farrelly,Ben Stiller Cameron Diaz,119,1
47268,a3038,b2110,high plains drifter,1973,Clint Eastwood,Clint Eastwood Verna Bloom Marianna Hill Mitchell Ryan,105,high plains drifter,1973,Clint Eastwood,Billy Curtis Clint Eastwood Geoffrey Lewis Jack Ging Marianna Hill Mitch Ryan Scott Walker Stefan Gierasch Ted Hartley Verna Bloom,105,1
47584,a1523,b2119,barton fink,1991,Joel Coen Ethan Coen,John Turturro John Goodman Judy Davis Michael Lerner,116,barton fink,1991,Ethan Coen Joel Coen,John Goodman John Turturro,116,1
47595,a1968,b2121,the new world,2005,Terrence Malick,Colin Farrell Q'orianka Kilcher Christopher Plummer Christian Bale,135,the new world,2005,Terrence Malick,Christopher Plummer Colin Farrell Q'orianka Kilcher,135,1
47622,a515,b2125,o brother  where art thou ,2000,Joel Coen Ethan Coen,George Clooney John Turturro Tim Blake Nelson John Goodman,107,the big lebowski,1998,Ethan Coen Joel Coen,Jeff Bridges John Goodman,117,0
47650,a88,b2125,the big lebowski,1998,Joel Coen Ethan Coen,Jeff Bridges John Goodman Julianne Moore Steve Buscemi,117,the big lebowski,1998,Ethan Coen Joel Coen,Jeff Bridges John Goodman,117,1
47668,a802,b2126,death race,2008,Paul W.S. Anderson,Jason Statham Joan Allen Tyrese Gibson Ian McShane,105,american hardcore,2006,Paul Rachman,Ian MacKaye,100,0
48006,a3011,b2142,arthur christmas,2011,Sarah Smith Barry Cook,James McAvoy Jim Broadbent Bill Nighy Hugh Laurie,97,arthur christmas,2011,Barry Cook Sarah Smith,Bill Nighy James McAvoy Jim Broadbent,100,1
48164,a2894,b2149,the adventures of baron munchausen,1988,Terry Gilliam,John Neville Eric Idle Sarah Polley Oliver Reed,126,the adventures of baron munchausen,1989,Terry Gilliam,Eric Idle John Neville,126,1
48174,a2498,b2150,the outlaw josey wales,1976,Clint Eastwood,Clint Eastwood Sondra Locke Chief Dan George Bill McKinney,135,the outlaw josey wales,1976,Clint Eastwood,Bill McKinney Chief Dan George Clint Eastwood Geraldine Keams John Vernon Joyce Jameson Paula Trueman Sam Bottoms Sondra Locke Woodrow Parfrey,135,1
48268,a2352,b2151,doctor zhivago,1965,David Lean,Omar Sharif Julie Christie Geraldine Chaplin Rod Steiger,197,doctor zhivago,1965,David Lean,Alec Guinness Geraldine Chaplin Jeffrey Rockland Julie Christie Omar Sharif Ralph Richardson Rita Tushingham Rod Steiger Siobhan McKenna Tom Courtenay,197,1
49194,a1249,b2171,gamer,2009,Mark Neveldine Brian Taylor,Gerard Butler Michael C. Hall Ludacris Amber Valletta,95,solitary man,2010,Brian Koppelman David Levien,Jesse Eisenberg Michael Douglas Susan Sarandon,90,0
49743,a391,b2198,22 jump street,2014,Phil Lord Christopher Miller,Channing Tatum Jonah Hill Ice Cube Nick Offerman,112,21 jump street,2012,Chris Miller Phil Lord,Channing Tatum Ice Cube Jonah Hill,109,0
49884,a351,b2200,the devil wears prada,2006,David Frankel,Anne Hathaway Meryl Streep Adrian Grenier Emily Blunt,109,redbelt,2008,David Mamet,Chiwetel Ejiofor Emily Mortimer,99,0
49975,a1212,b2208,the drop,2014,Michaël R. Roskam,Tom Hardy Noomi Rapace James Gandolfini Matthias Schoenaerts,106,the drop,2014,Michael R. Roskam,James Gandolfini Noomi Rapace Tom Hardy,106,1
50051,a203,b2209,rocky,1976,John G. Avildsen,Sylvester Stallone Talia Shire Burt Young Carl Weathers,120,rocky,1976,John G. Avildsen,Sylvester Stallone Talia Shire,120,1
50180,a2679,b2210,takers,2010,John Luessenhop,Chris Brown Hayden Christensen Matt Dillon Michael Ealy,107,the company men,2011,John Wells,Ben Affleck Chris Cooper Tommy Lee Jones,109,0
50236,a814,b2210,i love you  man,2009,John Hamburg,Paul Rudd Jason Segel Rashida Jones Sarah Burns,105,the company men,2011,John Wells,Ben Affleck Chris Cooper Tommy Lee Jones,109,0
50312,a42,b2213,kill bill  vol  1,2003,Quentin Tarantino,Uma Thurman David Carradine Daryl Hannah Michael Madsen,111,kill bill  vol  1,2003,Quentin Tarantino,Daryl Hannah David Carradine Lucy Liu Michael Madsen Uma Thurman,111,1
50364,a362,b2219,scott pilgrim vs  the world,2010,Edgar Wright,Michael Cera Mary Elizabeth Winstead Kieran Culkin Alison Pill,112,scott pilgrim vs  the world,2010,Edgar Wright,Kieran Culkin Mary Elizabeth Winstead Michael Cera,112,1
50589,a2245,b2241,ong bak  the thai warrior,2003,Prachya Pinkaew,Tony Jaa Petchtai Wongkamlao Pumwaree Yodkamol Suchao Pongwilai,105,ong bak,2005,Prachya Pinkaew,Petchtai Wongkamlao Tony Jaa,105,0
51299,a80,b2275,requiem for a dream,2000,Darren Aronofsky,Ellen Burstyn Jared Leto Jennifer Connelly Marlon Wayans,102,requiem for a dream,2000,Darren Aronofsky,Ellen Burstyn Jared Leto,102,1
51612,a1385,b2286,doubt,2008,John Patrick Shanley,Meryl Streep Philip Seymour Hoffman Amy Adams Viola Davis,104,doubt,2008,John Patrick Shanley,Amy Adams Meryl Streep Philip Seymour Hoffman,104,1
51749,a223,b2290,crazy  stupid  love ,2011,Glenn Ficarra John Requa,Steve Carell Ryan Gosling Julianne Moore Emma Stone,118,crazy  stupid  love,2011,Glenn Ficarra John Requa,Julianne Moore Ryan Gosling Steve Carell,118,1
52020,a256,b2292,john wick,2014,Chad Stahelski David Leitch,Keanu Reeves Michael Nyqvist Alfie Allen Willem Dafoe,101,end of watch,2012,David Ayer,America Ferrera Anna Kendrick Jake Gyllenhaal Michael Peña,109,0
52070,a969,b2299,twister,1996,Jan de Bont,Helen Hunt Bill Paxton Cary Elwes Jami Gertz,113,twister,1996,Jan de Bont,Bill Paxton Helen Hunt,113,1
52187,a292,b2302,the conjuring,2013,James Wan,Patrick Wilson Vera Farmiga Ron Livingston Lili Taylor,112,the conjuring,2013,James Wan,Lili Taylor Patrick Wilson Ron Livingston Vera Farmiga,112,1
52293,a2797,b2305,the world s fastest indian,2005,Roger Donaldson,Anthony Hopkins Diane Ladd Iain Rea Tessa Mitchell,127,the world s fastest indian,2005,Roger Donaldson,Anthony Hopkins,127,1
52457,a1552,b2315,the butler,2013,Lee Daniels,Forest Whitaker Oprah Winfrey John Cusack Jane Fonda,132,the homesman,2014,Tommy Lee Jones,David Dencik Grace Gummer Hilary Swank James Spader John Lithgow Miranda Otto Sonja Richter Tim Blake Nelson Tommy Lee Jones,122,0
52491,a1911,b2315,the founder,2016,John Lee Hancock,Michael Keaton Nick Offerman John Carroll Lynch Linda Cardellini,115,the homesman,2014,Tommy Lee Jones,David Dencik Grace Gummer Hilary Swank James Spader John Lithgow Miranda Otto Sonja Richter Tim Blake Nelson Tommy Lee Jones,122,0
52643,a1039,b2325,black mass,2015,Scott Cooper,Johnny Depp Benedict Cumberbatch Dakota Johnson Joel Edgerton,123,black mass,2015,Scott Cooper,Benedict Cumberbatch Dakota Johnson Joel Edgerton Johnny Depp,122,1
52672,a247,b2327,the hateful eight,2015,Quentin Tarantino,Samuel L. Jackson Kurt Russell Jennifer Jason Leigh Walton Goggins,187,the hateful eight,2015,Quentin Tarantino,Bruce Dern Channing Tatum Demián Bichir Jennifer Jason Leigh Kurt Russell Michael Madsen Samuel L. Jackson Tim Roth Walton Goggins,0,1
52907,a1792,b2339,existenz,1999,David Cronenberg,Jude Law Jennifer Jason Leigh Ian Holm Willem Dafoe,97,born romantic,2001,David Kane,Craig Ferguson Ian Hart,96,0
53038,a342,b2342,the illusionist,2006,Neil Burger,Edward Norton Jessica Biel Paul Giamatti Rufus Sewell,110,the illusionist,2006,Neil Burger,Edward Norton Jessica Biel Paul Giamatti,110,1
53372,a188,b2362,the bourne identity,2002,Doug Liman,Franka Potente Matt Damon Chris Cooper Clive Owen,119,the bourne identity,2002,Doug Liman,Franka Potente Matt Damon,119,1
53417,a2460,b2365,spawn,1997,Mark A.Z. Dippé,Michael Jai White John Leguizamo Martin Sheen Theresa Randle,96,little voice,1998,Mark Herman,Brenda Blethyn Jane Horrocks Michael Caine,97,0
53600,a2389,b2380,europa report,2013,Sebastián Cordero,Sharlto Copley Michael Nyqvist Christian Camargo Embeth Davidtz,90,europa report,2013,Sebastián Cordero,Anamaria Marinca Christian Camargo Dan Fogler Daniel Wu Embeth Davidtz Isiah Whitlock Jr Karolina Wydra Michael Nyqvist Sharlto Copley,90,1
53980,a2505,b2393,scary movie 5,2013,Malcolm D. Lee David Zucker,Simon Rex Ashley Tisdale Charlie Sheen Lindsay Lohan,86,girl model,2012,Ashley Sabin David Redmon,Ashley Arbaugh Rachel Blais,78,0
54108,a256,b2394,john wick,2014,Chad Stahelski David Leitch,Keanu Reeves Michael Nyqvist Alfie Allen Willem Dafoe,101,john wick,2014,Chad Stahelski David Leitch,Adrianne Palicki Alfie Allen Bridget Moynahan Dean Winters Ian McShane Keanu Reeves Michael Nyqvist Willem Dafoe,101,1
54609,a1651,b2422,my cousin vinny,1992,Jonathan Lynn,Joe Pesci Marisa Tomei Ralph Macchio Mitchell Whitfield,120,my cousin vinny,1992,Jonathan Lynn,Joe Pesci Marisa Tomei,120,1
54749,a186,b2424,x2,2003,Bryan Singer,Patrick Stewart Hugh Jackman Halle Berry Ian McKellen,134,x2  x men united,2003,Bryan Singer,Anna Paquin Brian Cox Halle Berry Hugh Jackman Ian McKellen Patrick Stewart,133,1
55600,a501,b2443,eyes wide shut,1999,Stanley Kubrick,Tom Cruise Nicole Kidman Todd Field Sydney Pollack,159,eyes wide shut,1999,Stanley Kubrick,Nicole Kidman Tom Cruise,159,1
55629,a631,b2445,the place beyond the pines,2012,Derek Cianfrance,Ryan Gosling Bradley Cooper Eva Mendes Craig Van Hook,140,the place beyond the pines,2013,Derek Cianfrance,Bradley Cooper Eva Mendes Ryan Gosling,140,1
55639,a542,b2447,batman returns,1992,Tim Burton,Michael Keaton Danny DeVito Michelle Pfeiffer Christopher Walken,126,batman returns,1992,Tim Burton,Danny DeVito Michael Keaton Michelle Pfeiffer,126,1
55810,a1002,b2455,the assassination of jesse james by the coward robert ford,2007,Andrew Dominik,Brad Pitt Casey Affleck Sam Shepard Mary-Louise Parker,160,the assassination of jesse james by the coward robert ford,2007,Andrew Dominik,Brad Pitt Casey Affleck Sam Shepard,160,1
55817,a941,b2456,fracture,2007,Gregory Hoblit,Anthony Hopkins Ryan Gosling David Strathairn Rosamund Pike,113,fracture,2007,Gregory Hoblit,Anthony Hopkins David Strathairn Ryan Gosling,113,1
56046,a1909,b2469,bedtime stories,2008,Adam Shankman,Adam Sandler Keri Russell Courteney Cox Guy Pearce,99,awesome  i fuckin  shot that ,2006,Adam Yauch,Adam Horovitz Adam Yauch Mike D,90,0
56158,a1670,b2478,neighbors 2  sorority rising,2016,Nicholas Stoller,Seth Rogen Rose Byrne Zac Efron Chloë Grace Moretz,92,neighbors,2014,Nicholas Stoller,Lisa Kudrow Rose Byrne Seth Rogen Zac Efron,97,0
56269,a2673,b2481,top secret ,1984,Jim Abrahams David Zucker Jerry Zucker,Val Kilmer Lucy Gutteridge Peter Cushing Jeremy Kemp,90,top secret ,1984,David Zucker Jerry Zucker Jim Abrahams,Val Kilmer,90,1
56400,a2850,b2484,a river runs through it,1992,Robert Redford,Craig Sheffer Brad Pitt Tom Skerritt Brenda Blethyn,123,a river runs through it,1992,Robert Redford,Brad Pitt Craig Sheffer,123,1
56525,a2302,b2497,four lions,2010,Christopher Morris,Will Adamsdale Riz Ahmed Adeel Akhtar Arsher Ali,97,four lions,2010,Christopher Morris,Adeel Akhtar Riz Ahmed,97,1
56722,a61,b2503,jurassic park,1993,Steven Spielberg,Sam Neill Laura Dern Jeff Goldblum Richard Attenborough,127,jurassic park,1993,Steven Spielberg,Jeff Goldblum Laura Dern Richard Attenborough Sam Neill,127,1
56816,a406,b2509,moon,2009,Duncan Jones,Sam Rockwell Kevin Spacey Dominique McElligott Rosie Shaw,97,moon,2009,Duncan Jones,Sam Rockwell,97,1
57152,a2371,b2520,hush,2016,Mike Flanagan,John Gallagher Jr. Kate Siegel Michael Trucco Samantha Sloyan,81,hush,2016,Mike Flanagan,,81,1
57308,a873,b2525,mad max,1979,George Miller,Mel Gibson Joanne Samuel Hugh Keays-Byrne Steve Bisley,88,mad max,1980,George Miller,Mel Gibson,88,1
57324,a590,b2526,annie hall,1977,Woody Allen,Woody Allen Diane Keaton Tony Roberts Carol Kane,93,interiors,1978,Woody Allen,Diane Keaton Geraldine Page,93,0
57454,a2212,b2534,synecdoche  new york,2008,Charlie Kaufman,Philip Seymour Hoffman Samantha Morton Michelle Williams Catherine Keener,124,synecdoche  new york,2008,Charlie Kaufman,Michelle Williams Philip Seymour Hoffman Samantha Morton,124,1
57492,a839,b2538,nocturnal animals,2016,Tom Ford,Amy Adams Jake Gyllenhaal Michael Shannon Aaron Taylor-Johnson,116,nocturnal animals,2016,Tom Ford,Aaron Taylor-Johnson Amy Adams Isla Fisher Jake Gyllenhaal Michael Shannon,116,1
57685,a1900,b2546,t2 trainspotting,2017,Danny Boyle,Ewan McGregor Ewen Bremner Jonny Lee Miller Robert Carlyle,117,t2 trainspotting,2017,Danny Boyle,Ewan McGregor Ewen Bremner Jonny Lee Miller Robert Carlyle,117,1
57702,a149,b2547,ted,2012,Seth MacFarlane,Mark Wahlberg Mila Kunis Seth MacFarlane Joel McHale,106,this is the end,2013,Evan Goldberg Seth Rogen,Craig Robinson Danny McBride Emma Watson James Franco Jay Baruchel Jonah Hill Michael Cera Mindy Kaling Paul Rudd Seth Rogen,107,0
57703,a310,b2547,this is the end,2013,Evan Goldberg Seth Rogen,James Franco Jonah Hill Seth Rogen Jay Baruchel,107,this is the end,2013,Evan Goldberg Seth Rogen,Craig Robinson Danny McBride Emma Watson James Franco Jay Baruchel Jonah Hill Michael Cera Mindy Kaling Paul Rudd Seth Rogen,107,1
57706,a987,b2547,a million ways to die in the west,2014,Seth MacFarlane,Seth MacFarlane Charlize Theron Liam Neeson Amanda Seyfried,116,this is the end,2013,Evan Goldberg Seth Rogen,Craig Robinson Danny McBride Emma Watson James Franco Jay Baruchel Jonah Hill Michael Cera Mindy Kaling Paul Rudd Seth Rogen,107,0
57757,a2317,b2552,fatal attraction,1987,Adrian Lyne,Michael Douglas Glenn Close Anne Archer Ellen Latzen,119,fatal attraction,1987,Adrian Lyne,Anne Archer Glenn Close Michael Douglas,119,1
57946,a939,b2557,25th hour,2002,Spike Lee,Edward Norton Barry Pepper Philip Seymour Hoffman Rosario Dawson,135,25th hour,2002,Spike Lee,Barry Pepper Edward Norton Philip Seymour Hoffman,135,1
58006,a2187,b2559,stir of echoes,1999,David Koepp,Kevin Bacon Zachary David Cope Kathryn Erbe Illeana Douglas,99,stir of echoes,1999,David Koepp,Kevin Bacon,99,1
58153,a399,b2562,die hard 2,1990,Renny Harlin,Bruce Willis William Atherton Bonnie Bedelia Reginald VelJohnson,124,die hard 2,1990,Renny Harlin,Bruce Willis William Atherton,124,1
58210,a690,b2567,robocop,1987,Paul Verhoeven,Peter Weller Nancy Allen Dan O'Herlihy Ronny Cox,102,robocop,1987,Paul Verhoeven,Nancy Allen Peter Weller,102,1
58450,a2182,b2587,stay,2005,Marc Forster,Ewan McGregor Naomi Watts Ryan Gosling Kate Burton,99,finding neverland,2004,Marc Forster,Johnny Depp Julie Christie Kate Winslet,106,0
58736,a1953,b2596,haywire,2011,Steven Soderbergh,Gina Carano Ewan McGregor Michael Fassbender Michael Angarano,93,haywire,2012,Steven Soderbergh,Ewan McGregor Gina Carano Michael Fassbender,93,1
58834,a1367,b2605,good morning  vietnam,1987,Barry Levinson,Robin Williams Forest Whitaker Tung Thanh Tran Chintara Sukapatana,121,good morning  vietnam,1988,Barry Levinson,Bruno Kirby Chintara Sukapatana Forest Whitaker J.T. Walsh Juney Smith Noble Willingham Richard Edson Robert Wuhl Robin Williams Tung Thanh Tran,121,1
58861,a2697,b2608,shallow grave,1994,Danny Boyle,Kerry Fox Christopher Eccleston Ewan McGregor Ken Stott,89,shallow grave,1995,Danny Boyle,Christopher Eccleston Ewan McGregor Kerry Fox,92,1
58907,a642,b2610,kung fu panda 2,2011,Jennifer Yuh Nelson,Jack Black Angelina Jolie Jackie Chan Dustin Hoffman,90,kung fu panda 2,2011,Jennifer Yuh,Angelina Jolie Jack Black Jackie Chan,90,1
58960,a676,b2616,enemy of the state,1998,Tony Scott,Will Smith Gene Hackman Jon Voight Lisa Bonet,132,enemy of the state,1998,Tony Scott,Gene Hackman Will Smith,132,1
59134,a965,b2617,ronin,1998,John Frankenheimer,Robert De Niro Jean Reno Natascha McElhone Stellan Skarsgård,122,ronin,1998,John Frankenheimer,Jean Reno Natascha McElhone Robert De Niro,122,1
59648,a2389,b2646,europa report,2013,Sebastián Cordero,Sharlto Copley Michael Nyqvist Christian Camargo Embeth Davidtz,90,crystal fairy   the magical cactus,2013,Sebastián Silva,Agustín Silva Gaby Hoffmann Jos Juan Andr Michael Cera,98,0
59784,a2499,b2652,nineteen eighty four,1984,Michael Radford,John Hurt Richard Burton Suzanna Hamilton Cyril Cusack,113,1984,1985,Michael Radford,Andrew Wilde Anthony Benson Cyril Cusack David Cann David Trevena Gregor Fisher James Walker John Hurt Richard Burton Suzanna Hamilton,113,0
59919,a1550,b2659,death at a funeral,2007,Frank Oz,Matthew Macfadyen Peter Dinklage Ewen Bremner Keeley Hawes,90,death at a funeral,2007,Frank Oz,Ewen Bremner Matthew MacFadyen Peter Dinklage,87,1
60279,a867,b2675,big,1988,Penny Marshall,Tom Hanks Elizabeth Perkins Robert Loggia John Heard,104,arachnophobia,1990,Frank Marshall,Brian McNamara Harley Jane Kozak Henry Jones James Handy Jeff Daniels John Goodman Julian Sands Mark L. Taylor Peter Jason Stuart Pankin,103,0
60296,a1007,b2677,primal fear,1996,Gregory Hoblit,Richard Gere Laura Linney Edward Norton John Mahoney,129,selena,1997,Gregory Nava,Edward James Olmos Jennifer Lopez Jon Seda,127,0
60383,a973,b2681,the darjeeling limited,2007,Wes Anderson,Owen Wilson Adrien Brody Jason Schwartzman Amara Karan,91,the darjeeling limited,2007,Wes Anderson,Adrien Brody Jason Schwartzman Owen Wilson,91,1
60564,a1088,b2688,over the hedge,2006,Tim Johnson Karey Kirkpatrick,Bruce Willis Garry Shandling Steve Carell Wanda Sykes,83,over the hedge,2006,Karey Kirkpatrick Tim Johnson,Bruce Willis Garry Shandling,83,1
61217,a1669,b2718,frequency,2000,Gregory Hoblit,Dennis Quaid Jim Caviezel Shawn Doyle Elizabeth Mitchell,118,frequency,2000,Gregory Hoblit,Dennis Quaid James Caviezel,118,1
61242,a1091,b2719,coco,2017,Lee Unkrich Adrian Molina,Anthony Gonzalez Gael García Bernal Benjamin Bratt Alanna Ubach,105,barbershop  the next cut,2016,Malcolm D. Lee,Anthony Anderson Cedric the Entertainer Eve Ice Cube Nicki Minaj Regina Hall,111,0
61340,a1177,b2730,cinderella,2015,Kenneth Branagh,Lily James Cate Blanchett Richard Madden Helena Bonham Carter,105,cinderella,2015,Kenneth Branagh,Lily James,105,1
61580,a1720,b2735,ruby sparks,2012,Jonathan Dayton Valerie Faris,Paul Dano Zoe Kazan Annette Bening Antonio Banderas,104,ruby sparks,2012,Jonathan Dayton Valerie Faris,Annette Bening Antonio Banderas Paul Dano Zoe Kazan,104,1
61623,a2608,b2738,the witches of eastwick,1987,George Miller,Jack Nicholson Cher Susan Sarandon Michelle Pfeiffer,118,the witches of eastwick,1987,George Miller,Cher Jack Nicholson Michelle Pfeiffer Susan Sarandon,118,1
61722,a2053,b2753,world trade center,2006,Oliver Stone,Nicolas Cage Michael Peña Maria Bello Maggie Gyllenhaal,129,world trade center,2006,Oliver Stone,Maria Bello Michael Peña Nicolas Cage,129,1
61752,a3005,b2754,gold,2016,Stephen Gaghan,Matthew McConaughey Edgar Ramírez Bryce Dallas Howard Corey Stoll,120,wonder,2017,Stephen Chbosky,Ali Liebert Bryce Gheisar Crystal Lowe Danielle Rose Russell Daveed Diggs Emma Tremblay Izabela Vidovic Jacob Tremblay Jennifer March Julia Roberts Mandy Patinkin Mark Dozlaw Nadji Jeter Noah Jupe Owen Wilson Rukiya Bernard Sonia Braga Steve Bacic,113,0
62053,a2378,b2760,bottle rocket,1996,Wes Anderson,Luke Wilson Owen Wilson Ned Dowd Shea Fowler,91,bottle rocket,1996,Wes Anderson,Luke Wilson Owen Wilson,91,1
62075,a1865,b2761,the girl who played with fire,2009,Daniel Alfredson,Noomi Rapace Michael Nyqvist Lena Endre Peter Andersson,129,the girl who played with fire,2010,Daniel Alfredson,Michael Nyqvist Noomi Rapace,129,1
62316,a1717,b2774,filth,2013,Jon S. Baird,James McAvoy Jamie Bell Eddie Marsan Imogen Poots,97,cop car,2015,Jon Watts,Camryn Manheim Hays Wellford James Freedson-Jackson Kevin Bacon Shea Whigham,88,0
62504,a1684,b2784,julie   julia,2009,Nora Ephron,Amy Adams Meryl Streep Chris Messina Stanley Tucci,118,julie   julia,2009,Nora Ephron,Amy Adams Chris Messina Meryl Streep,123,1
62511,a1373,b2785,crimson peak,2015,Guillermo del Toro,Mia Wasikowska Jessica Chastain Tom Hiddleston Charlie Hunnam,119,crimson peak,2015,Guillermo del Toro,Charlie Hunnam Jessica Chastain Mia Wasikowska Tom Hiddleston,119,1
62539,a103,b2788,captain america  the first avenger,2011,Joe Johnston,Chris Evans Hugo Weaving Samuel L. Jackson Hayley Atwell,124,captain america  the first avenger,2011,Joe Johnston,Chris Evans Hugo Weaving,125,1
62553,a2363,b2790,lady vengeance,2005,Chan-wook Park,Yeong-ae Lee Min-sik Choi Shi-hoo Kim Yea-young Kwon,115,three    extremes,2005,Chan-wook Park Fruit Chan Takashi  Miike,Byung-hun Lee Ling Bai,125,0
63103,a3013,b2812,stuart little 2,2002,Rob Minkoff,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki,77,stuart little 2,2002,Rob Minkoff,Geena Davis Michael J. Fox,77,1
63136,a576,b2815,notting hill,1999,Roger Michell,Hugh Grant Julia Roberts Richard McCabe Rhys Ifans,124,notting hill,1999,Roger Michell,Hugh Grant Julia Roberts,124,1
63163,a1338,b2816,miller s crossing,1990,Joel Coen Ethan Coen,Gabriel Byrne Albert Finney John Turturro Marcia Gay Harden,115,miller s crossing,1990,Ethan Coen Joel Coen,Albert Finney Gabriel Byrne John Turturro,115,1
63299,a2319,b2824,ever after  a cinderella story,1998,Andy Tennant,Drew Barrymore Anjelica Huston Dougray Scott Patrick Godfrey,121,ever after,1998,Andy Tennant,Anjelica Huston Dougray Scott Drew Barrymore,121,1
63430,a1911,b2825,the founder,2016,John Lee Hancock,Michael Keaton Nick Offerman John Carroll Lynch Linda Cardellini,115,the founder,2017,John Lee Hancock,B.J. Novak John Carroll Lynch Justin Randell Brooke Katie Kneeland Laura Dern Linda Cardellini Michael Keaton Nick Offerman Patrick Wilson,115,1
63486,a1776,b2829,the spy who loved me,1977,Lewis Gilbert,Roger Moore Barbara Bach Curd Jürgens Richard Kiel,125,moonraker,1979,Lewis Gilbert,Roger Moore,126,0
63487,a1941,b2829,moonraker,1979,Lewis Gilbert,Roger Moore Lois Chiles Michael Lonsdale Richard Kiel,126,moonraker,1979,Lewis Gilbert,Roger Moore,126,1
63494,a2291,b2830,a perfect world,1993,Clint Eastwood,Kevin Costner Clint Eastwood Laura Dern T.J. Lowther,138,the bridges of madison county,1995,Clint Eastwood,Clint Eastwood Meryl Streep,135,0
63520,a2987,b2832,frantic,1988,Roman Polanski,Harrison Ford Betty Buckley Emmanuelle Seigner Djiby Soumare,120,frantic,1988,Roman Polanski,Alain Doutey Betty Buckley Djiby Soumare Dominique Virton Emmanuelle Seigner Gérard Klein Harrison Ford Jacques Ciron Laurent Spielvogel Stéphane D'Audeville,120,1
64110,a385,b2843,the thing,1982,John Carpenter,Kurt Russell Wilford Brimley Keith David Richard Masur,109,blue thunder,1983,John Badham,Candy Clark Daniel Stern David Sheiner Ed Bernard Jason Bernard Joe Santos Malcolm McDowell Paul Roebling Roy Scheider Warren Oates,109,0
64119,a2457,b2843,christine,1983,John Carpenter,Keith Gordon John Stockwell Alexandra Paul Robert Prosky,110,blue thunder,1983,John Badham,Candy Clark Daniel Stern David Sheiner Ed Bernard Jason Bernard Joe Santos Malcolm McDowell Paul Roebling Roy Scheider Warren Oates,109,0
64336,a2480,b2856,the informant ,2009,Steven Soderbergh,Matt Damon Tony Hale Patton Oswalt Lucas McHugh Carroll,108,the informant ,2009,Steven Soderbergh,Matt Damon,108,1
